Symbol,Company Name,Market Cap,% Change,Volume,Revenue
DTIL,"Precision BioSciences, Inc.",82.51M,0.56%,23,52.29M
MGRM,"Monogram Orthopaedics, Inc.",80.94M,-6.14%,22196,-
NUTX,"Nutex Health, Inc.",79.74M,-0.65%,25682,231.70M
MIST,Milestone Pharmaceuticals Inc.,79.72M,3.45%,257805,4.50M
EGRX,"Eagle Pharmaceuticals, Inc.",79.56M,-1.57%,87671,257.55M
NVNO,enVVeno Medical Corporation,78.04M,-1.68%,182,-
VNRX,VolitionRx Limited,77.90M,-0.40%,28852,651.04K
ELYM,"Eliem Therapeutics, Inc.",77.89M,-1.57%,2456,-
HOOK,HOOKIPA Pharma Inc.,77.68M,-1.03%,4930,20.55M
ASXC,"Asensus Surgical, Inc.",77.64M,-1.74%,976609,5.61M
ONCY,Oncolytics Biotech Inc.,76.56M,-,7865,-
CSBR,"Champions Oncology, Inc.",76.26M,-1.58%,13842,49.98M
TIL,"Instil Bio, Inc.",75.84M,-4.27%,7132,-
IKNA,"Ikena Oncology, Inc.",75.77M,-0.63%,414890,13.95M
ANEB,"Anebulo Pharmaceuticals, Inc.",75.36M,0.20%,5064,-
KZR,"Kezar Life Sciences, Inc.",74.98M,-2.91%,799,7.00M
EYEN,"Eyenovia, Inc.",74.79M,1.47%,2592,1.20K
ASMB,"Assembly Biosciences, Inc.",74.60M,0.59%,6334,-
GANX,"Gain Therapeutics, Inc.",74.52M,-2.34%,557,55.18K
GNTA,Genenta Science S.p.A.,73.69M,-0.37%,90,-
NEUE,NeueHealth Inc,73.40M,-8.91%,-,1.88B
CASI,"CASI Pharmaceuticals, Inc.",73.14M,-4.16%,6662,42.26M
APYX,Apyx Medical Corporation,73.10M,-10.66%,133822,50.30M
RZLT,"Rezolute, Inc.",71.72M,0.84%,511,-
MLEC,Moolec Science SA,71.70M,-0.30%,3365,-
INTS,"Intensity Therapeutics, Inc.",71.15M,7.51%,89748,-
ATRA,"Atara Biotherapeutics, Inc.",70.87M,-0.23%,6476,4.54M
RLYB,Rallybio Corporation,70.30M,0.54%,632,-
KRON,"Kronos Bio, Inc.",69.98M,7.50%,25866,4.00M
CTCX,Carmell Therapeutics Corporation,69.48M,-3.53%,1164,25.65M
ALGS,"Aligos Therapeutics, Inc.",68.35M,-5.10%,12290,16.39M
LVTX,LAVA Therapeutics N.V.,67.83M,14.67%,21867,9.63M
LTRN,Lantern Pharma Inc.,67.69M,21.13%,28091,-
MNOV,"MediciNova, Inc.",67.68M,-3.62%,18873,1.00M
TPST,"Tempest Therapeutics, Inc.",67.37M,-4.89%,28488,-
ENZ,"Enzo Biochem, Inc.",67.15M,-,80863,20.59M
SRTS,"Sensus Healthcare, Inc.",66.48M,-0.61%,71788,24.94M
CNTB,Connect Biopharma Holdings Limited,66.10M,-9.76%,304,-
RGC,Regencell Bioscience Holdings Limited,64.80M,-2.54%,1,-
APLM,"Apollomics, Inc.",64.78M,-2.12%,968,-
IXHL,Incannex Healthcare Limited,64.75M,-3.55%,2373,-
DERM,Journey Medical Corporation,64.22M,-0.57%,103,79.89M
HCWB,HCW Biologics Inc.,64.19M,3.66%,50,576.02K
TSBX,Turnstone Biologics Corp.,63.51M,-4.98%,98619,81.89M
CGTX,"Cognition Therapeutics, Inc.",63.28M,-3.43%,198989,-
BNGO,"Bionano Genomics, Inc.",62.90M,-4.96%,38779,36.12M
CDTX,"Cidara Therapeutics, Inc.",62.54M,-2.33%,1100,56.54M
ENLV,Enlivex Therapeutics Ltd.,62.49M,0.60%,61214,-
RBOT,Vicarious Surgical Inc.,62.37M,3.23%,568192,-
SCYX,"SCYNEXIS, Inc.",62.14M,1.20%,2311,135.87M
NSPR,"InspireMD, Inc.",61.93M,6.45%,130,6.21M
LEXX,Lexaria Bioscience Corp.,61.89M,11.61%,6523,276.01K
PRE,Prenetics Global Limited,61.88M,2.02%,250,68.79M
GEG,"Great Elm Group, Inc.",61.68M,-,7612,11.05M
PDEX,"Pro-Dex, Inc.",61.45M,-0.63%,4746,48.24M
LPTX,"Leap Therapeutics, Inc.",61.35M,0.85%,39,-
LUCD,Lucid Diagnostics Inc.,60.96M,0.79%,1087,1.50M
SSIC,Silver Spike Investment Corp.,60.81M,-2.64%,1,7.76M
NRXP,"NRx Pharmaceuticals, Inc.",60.78M,-5.94%,25978,-
THTX,Theratechnologies Inc.,60.69M,-8.03%,68774,59.25M
MODD,"Modular Medical, Inc.",60.43M,-3.08%,75823,-
XAIR,"Beyond Air, Inc.",60.19M,2.40%,3527,689.00K
AVRO,"AVROBIO, Inc.",59.84M,-2.24%,30,-
CRIS,"Curis, Inc.",58.82M,2.25%,505,10.02M
CARA,"Cara Therapeutics, Inc.",57.39M,6.05%,4189,20.97M
CLGN,CollPlant Biotechnologies Ltd.,57.38M,6.37%,19607,10.72M
AMIX,"Autonomix Medical, Inc.",57.37M,-10.56%,628,-
OCUP,"Ocuphire Pharma, Inc.",57.02M,-1.65%,11302,57.21M
SLS,"SELLAS Life Sciences Group, Inc.",56.97M,9.17%,15661,-
ICCM,IceCure Medical Ltd,56.70M,-,1521,2.91M
MLSS,Milestone Scientific Inc.,56.16M,-3.01%,15243,9.81M
RNLX,Renalytix Plc,55.76M,-1.68%,86175,2.41M
MTNB,"Matinas BioPharma Holdings, Inc.",55.40M,-0.35%,273270,4.28M
RPHM,"Reneo Pharmaceuticals, Inc.",54.63M,1.23%,2,-
AADI,"Aadi Bioscience, Inc.",54.45M,1.83%,22513,23.26M
BEAT,"HeartBeam, Inc.",53.97M,26.54%,12669,-
CKPT,"Checkpoint Therapeutics, Inc.",53.82M,-1.81%,23733,171.00K
CTSO,Cytosorbents Corporation,53.74M,5.10%,13,37.07M
AONC,"American Oncology Network, Inc.",53.48M,3.60%,1266,-
CLNN,Clene Inc.,52.51M,2.91%,6222,718.00K
FIXX,"Homology Medicines, Inc.",52.46M,-0.77%,158325,1.96M
CRVO,CervoMed Inc.,52.43M,1.02%,21508,1.53M
IPA,ImmunoPrecise Antibodies Ltd.,51.84M,14.29%,1314368,16.52M
ICAD,"iCAD, Inc.",51.65M,-3.06%,553,22.21M
INAB,"IN8bio, Inc.",51.30M,6.09%,3099,-
EVGN,Evogene Ltd.,51.24M,3.37%,4892,5.64M
EFTR,"eFFECTOR Therapeutics, Inc.",51.22M,-10.13%,15606,675.00K
UNCY,"Unicycive Therapeutics, Inc.",51.09M,-1.96%,27765,-
CCEL,"Cryo-Cell International, Inc.",50.55M,10.71%,20777,31.34M
QNCX,"Quince Therapeutics, Inc.",50.16M,-0.85%,40418,-
LNSR,"LENSAR, Inc.",50.05M,1.88%,1,42.16M
CLRB,"Cellectar Biosciences, Inc.",50.01M,1.75%,2087,-
ACHL,Achilles Therapeutics plc,49.76M,-1.61%,4210,-
NKGN,"NKGen Biotech, Inc.",49.41M,5.46%,221675,77.00K
SABS,"SAB Biotherapeutics, Inc.",49.08M,0.57%,22014,4.09M
OWLT,"Owlet, Inc.",49.01M,1.24%,25633,44.96M
ENTX,Entera Bio Ltd.,48.60M,6.57%,1765,14.00K
DARE,"Daré Bioscience, Inc.",48.59M,-4.01%,3939,1.00M
BIMI,BIMI International Medical Inc.,48.17M,13.95%,28036,5.85M
TLSA,Tiziana Life Sciences Ltd,48.16M,8.04%,2296,-
DRIO,DarioHealth Corp.,47.79M,2.38%,130243,23.55M
BOLT,"Bolt Biotherapeutics, Inc.",47.46M,-,68691,7.20M
CYTH,"Cyclo Therapeutics, Inc.",47.05M,-4.71%,1,951.81K
NXTC,"NextCure, Inc.",47.02M,-2.08%,756329,-
OKYO,OKYO Pharma Limited,46.87M,2.18%,8609,-
TARA,"Protara Therapeutics, Inc.",46.77M,-3.04%,43389,-
GMDA,Gamida Cell Ltd.,46.49M,-3.85%,264807,673.00K
BCTX,BriaCell Therapeutics Corp.,46.35M,-7.05%,1165,-
CMAX,"CareMax, Inc.",44.52M,-6.31%,156,763.53M
LFWD,ReWalk Robotics Ltd,44.40M,-3.10%,39191,13.85M
CADL,"Candel Therapeutics, Inc.",44.25M,-3.16%,93817,-
MDAI,"Spectral AI, Inc.",44.16M,-2.18%,8983,38.14M
FEMY,Femasys Inc.,43.95M,7.41%,17686,1.09M
BGXX,Bright Green Corporation,43.34M,-8.40%,20602,-
ICU,SeaStar Medical Holding Corporation,43.10M,16.99%,260829,-
ESLA,"Estrella Immunopharma, Inc.",42.95M,-6.15%,3577,-
ELTX,"Elicio Therapeutics, Inc.",42.94M,7.97%,157,-
IRIX,IRIDEX Corporation,42.89M,2.33%,6817,54.61M
RMTI,"Rockwell Medical, Inc.",42.73M,2.00%,138427,80.83M
RPID,"Rapid Micro Biosystems, Inc.",41.60M,-2.10%,1005,22.52M
PMN,"ProMIS Neurosciences, Inc.",41.55M,-8.37%,135959,-
PLUR,Pluri Inc.,41.48M,-3.81%,99510,357.00K
ACXP,"Acurx Pharmaceuticals, Inc.",41.17M,-1.00%,2,-
ELDN,"Eledon Pharmaceuticals, Inc.",40.65M,3.61%,30337,-
CUTR,"Cutera, Inc.",40.52M,-3.79%,904992,230.18M
ICCC,ImmuCell Corporation,40.30M,-0.95%,8955,16.29M
DYAI,"Dyadic International, Inc.",40.05M,-,1454,2.96M
ECOR,"electroCore, Inc.",39.98M,2.71%,5835,13.40M
HLTH,Cue Health Inc.,39.12M,1.20%,1958,198.92M
FBIO,"Fortress Biotech, Inc.",38.77M,-6.55%,327,80.97M
AWH,Aspira Women's Health Inc.,38.66M,-2.09%,24594,9.18M
OMIC,"Singular Genomics Systems, Inc.",37.79M,-0.27%,74192,2.60M
VTVT,vTv Therapeutics Inc.,37.52M,1.09%,12,9.00K
DXR,Daxor Corporation,37.19M,7.18%,2725,-2.00M
RVP,"Retractable Technologies, Inc.",36.52M,-3.17%,266464,41.99M
APM,Aptorum Group Limited,36.22M,-26.34%,37440,1.20M
DHAI,"DIH Holdings US, Inc.",35.68M,-15.38%,16566,13.17M
MRKR,"Marker Therapeutics, Inc.",35.02M,0.76%,27237,9.06M
CODX,"Co-Diagnostics, Inc.",34.86M,-0.87%,200,4.66M
POCI,"Precision Optics Corporation, Inc.",34.83M,-1.57%,3681,19.22M
SNCE,"Science 37 Holdings, Inc.",34.54M,-0.17%,459,60.26M
CLDI,"Calidi Biotherapeutics, Inc.",34.43M,2.30%,133999,45.00K
HUGE,FSD Pharma Inc.,33.86M,1.18%,292608,-
XGN,Exagen Inc.,33.64M,1.03%,5156,51.62M
VYNE,VYNE Therapeutics Inc.,33.56M,-1.28%,2,424.00K
AGE,"AgeX Therapeutics, Inc.",33.42M,-2.56%,58453,94.00K
MOVE,Movano Inc.,33.13M,0.85%,496,-
EUDA,EUDA Health Holdings Limited,33.00M,1.59%,52719,-
INKT,"MiNK Therapeutics, Inc.",32.14M,-4.61%,43670,-
ACST,Acasti Pharma Inc.,32.05M,-1.45%,1398,-
BIOR,"Biora Therapeutics, Inc.",31.97M,-1.28%,9982,18.00K
CDIO,"Cardio Diagnostics Holdings, Inc.",31.86M,-3.90%,280,12.71K
NEPH,"Nephros, Inc.",31.66M,-2.27%,15128,13.54M
VIRX,"Viracta Therapeutics, Inc.",31.29M,-11.92%,18766,-
SLGL,Sol-Gel Technologies Ltd.,30.64M,3.29%,23595,1.67M
NMTC,NeuroOne Medical Technologies Corporation,30.60M,5.93%,79774,2.82M
TCRT,"Alaunos Therapeutics, Inc.",30.32M,0.53%,48298,15.00K
BFRG,"Bullfrog AI Holdings, Inc.",30.20M,-0.47%,9753,75.00K
PTN,"Palatin Technologies, Inc.",30.18M,1.61%,147949,7.10M
BIVI,BioVie Inc.,29.75M,-10.25%,384405,-
RNXT,"RenovoRx, Inc.",29.45M,5.42%,12774,-
DRRX,DURECT Corporation,29.23M,0.24%,248,9.19M
PHXM,PHAXIAM Therapeutics S.A.,28.90M,6.85%,1763,6.56M
STRM,"Streamline Health Solutions, Inc.",28.72M,0.82%,12811,23.98M
RGLS,Regulus Therapeutics Inc.,28.72M,-5.33%,72862,-
ATIP,"ATI Physical Therapy, Inc.",28.55M,-2.16%,3195,699.02M
EKSO,"Ekso Bionics Holdings, Inc.",28.29M,5.33%,155462,18.28M
ONCT,"Oncternal Therapeutics, Inc.",28.27M,-3.14%,11516,785.00K
APRE,"Aprea Therapeutics, Inc.",27.84M,-10.46%,28500,569.16K
UBX,"Unity Biotechnology, Inc.",27.70M,-0.60%,73958,-
ALRN,"Aileron Therapeutics, Inc.",27.65M,3.10%,12349,-
IINN,Inspira Technologies Oxy B.H.N. Ltd.,27.57M,-1.50%,5252,-
SRZN,"Surrozen, Inc.",27.52M,1.50%,5264,12.50M
NRSN,NeuroSense Therapeutics Ltd.,27.47M,-3.37%,138964,-
CPIX,Cumberland Pharmaceuticals Inc.,27.40M,8.25%,5,39.32M
FBRX,"Forte Biosciences, Inc.",27.25M,3.97%,40521,-
NRBO,"NeuroBo Pharmaceuticals, Inc.",27.17M,-2.67%,1531,-
DMTK,"DermTech, Inc.",27.01M,-9.92%,67653,15.30M
IMRN,Immuron Limited,26.96M,161.49%,331000,2.43M
ORGS,Orgenesis Inc.,26.74M,0.96%,69054,27.75M
COCH,"Envoy Medical, Inc.",26.39M,-22.71%,1851,380.00K
PYPD,PolyPid Ltd.,26.38M,-4.22%,713,-
APTO,Aptose Biosciences Inc.,26.23M,0.60%,1385,-
ONMD,OneMedNet Corporation,26.00M,1.64%,8591,1.57M
LSTA,"Lisata Therapeutics, Inc.",25.69M,1.66%,5130,-
MAIA,"MAIA Biotechnology, Inc.",24.97M,-4.76%,318297,-
AKLI,"Akili, Inc.",24.84M,-5.22%,11457,1.68M
OCX,OncoCyte Corporation,24.78M,-1.32%,34966,-2.36M
AIH,Aesthetic Medical International Holdings Group Limited,24.59M,-7.12%,69685,89.89M
TTOO,"T2 Biosystems, Inc.",24.51M,1.04%,351,11.00M
TXMD,"TherapeuticsMD, Inc.",24.22M,-6.53%,87,1.95M
PHGE,BiomX Inc.,24.09M,-41.87%,7977791,-
LUMO,"Lumos Pharma, Inc.",23.90M,0.66%,9616,2.05M
ABIO,"ARCA biopharma, Inc.",23.64M,-1.81%,32938,-
GDTC,CytoMed Therapeutics Limited,23.64M,-2.38%,4976,573.59K
MEIP,"MEI Pharma, Inc.",23.59M,-4.07%,39669,72.65M
SNSE,"Sensei Biotherapeutics, Inc.",23.50M,-1.30%,250,-
AXDX,"Accelerate Diagnostics, Inc.",23.00M,-1.82%,67130,12.00M
PAVM,PAVmed Inc.,22.85M,-0.35%,5,1.52M
GLTO,"Galecto, Inc.",22.50M,-4.66%,5960,-
PPBT,Purple Biotech Ltd.,22.40M,6.23%,8381,-
MBRX,"Moleculin Biotech, Inc.",22.22M,-,83351,-
XLO,"Xilio Therapeutics, Inc.",22.00M,-2.56%,409966,-
TNXP,Tonix Pharmaceuticals Holding Corp.,21.50M,1.74%,28246,3.99M
MEDS,"TRxADE HEALTH, Inc.",21.39M,10.08%,10396,9.09M
CCLD,"CareCloud, Inc.",21.11M,-,29067,121.18M
LABP,"Landos Biopharma, Inc.",20.29M,-0.91%,47482,-
CHRO,Chromocell Therapeutics Corp,20.21M,7.10%,13834,-
ITRM,Iterum Therapeutics plc,20.02M,1.34%,1879,-
CNTG,Centogene N.V.,19.81M,1.49%,35964,55.72M
KALA,"Kala Pharmaceuticals, Inc.",19.74M,-2.14%,17874,-
QLI,Qilian International Holding Group Limited,19.56M,5.88%,366,46.47M
NTRB,Nutriband Inc.,19.54M,-3.75%,8287,2.09M
GYRE,"Gyre Therapeutics, Inc.",19.42M,-5.61%,3101,-
BMRA,"Biomerica, Inc.",19.34M,-2.56%,12,5.50M
LPCN,Lipocine Inc.,19.30M,-1.09%,33844,-2.85M
MYNZ,Mainz Biomed B.V.,19.17M,-3.79%,132004,-
AIM,AIM ImmunoTech Inc.,19.02M,-1.41%,44431,193.00K
ONTX,"Onconova Therapeutics, Inc.",18.90M,1.20%,728,226.00K
TFFP,"TFF Pharmaceuticals, Inc.",18.83M,5.35%,12757,932.32K
CCM,Concord Medical Services Holdings Limited,18.76M,-10.25%,4856,84.58M
PETV,"PetVivo Holdings, Inc.",18.61M,0.90%,66873,1.05M
MHUA,"Meihua International Medical Technologies Co., Ltd.",18.56M,2.69%,11503,96.70M
CNTX,Context Therapeutics Inc.,18.36M,2.68%,46884,-
NERV,"Minerva Neurosciences, Inc.",18.32M,-1.54%,4520,-
MBOT,Microbot Medical Inc.,18.29M,-2.29%,1959,-
MTEM,"Molecular Templates, Inc.",18.27M,-10.29%,30130,52.90M
SSKN,"STRATA Skin Sciences, Inc.",18.23M,-3.70%,2953,35.27M
ETAO,"ETAO International Co., Ltd.",17.93M,1.36%,110963,58.06M
NRXS,"NeurAxis, Inc.",17.88M,-5.32%,14284,2.54M
PIRS,"Pieris Pharmaceuticals, Inc.",17.78M,4.16%,275,47.36M
PMCB,"PharmaCyte Biotech, Inc.",17.66M,0.99%,10885,-
SNTI,"Senti Biosciences, Inc.",17.60M,1.90%,49970,2.62M
NCNA,NuCana plc,17.42M,2.36%,279657,-
ACOR,"Acorda Therapeutics, Inc.",17.39M,-2.98%,3672,111.12M
PMD,Psychemedics Corporation,17.35M,-1.32%,8097,22.80M
AYTU,"Aytu BioPharma, Inc.",17.12M,0.82%,20,98.50M
BCLI,Brainstorm Cell Therapeutics Inc.,17.04M,5.55%,486425,-
COEP,"Coeptis Therapeutics, Inc.",17.03M,-7.38%,311,-
NXGL,"NEXGEL, Inc.",17.02M,0.17%,39374,3.53M
AMS,American Shared Hospital Services,16.96M,-0.27%,1580,20.66M
SYBX,"Synlogic, Inc.",16.54M,-2.70%,92830,708.00K
MIRA,"MIRA Pharmaceuticals, Inc.",16.11M,-0.12%,7197990,-
RDHL,RedHill Biopharma Ltd.,15.99M,-5.33%,32244,35.75M
INDP,"Indaptus Therapeutics, Inc.",15.88M,-3.08%,1123,-
SEEL,"Seelos Therapeutics, Inc.",15.87M,2.65%,9722,2.20M
KPRX,"Kiora Pharmaceuticals, Inc.",15.64M,-4.84%,305639,-
MRAI,"Marpai, Inc.",15.55M,-16.24%,50604,36.08M
TBIO,"Telesis Bio, Inc.",15.46M,4.08%,8684,30.00M
ATHE,Alterity Therapeutics Limited,14.93M,-5.14%,8154,-
STRR,"Star Equity Holdings, Inc.",14.78M,-1.99%,16607,77.17M
COCP,"Cocrystal Pharma, Inc.",14.75M,-4.55%,27,-
TLIS,Talis Biomedical Corporation,14.75M,-2.88%,19,2.20M
IKT,"Inhibikase Therapeutics, Inc.",14.73M,0.41%,61,324.07K
TLPH,Talphera Inc.,14.58M,-10.63%,4059,651.00K
BIAF,"bioAffinity Technologies, Inc.",14.25M,3.33%,8422,321.49K
MNPR,Monopar Therapeutics Inc.,14.23M,-4.83%,15384,-
EVAX,Evaxion Biotech A/S,14.15M,1.38%,46545,-
VBIV,VBI Vaccines Inc.,13.74M,-1.70%,448,8.12M
EDSA,"Edesa Biotech, Inc.",13.69M,-2.90%,5728,-
CANF,Can-Fite BioPharma Ltd.,13.65M,1.41%,37020,793.00K
NNVC,"NanoViricides, Inc.",13.43M,-2.59%,16954,-
XRTX,XORTX Therapeutics Inc.,13.36M,-26.24%,4542,-
LGVN,Longeveron Inc.,13.32M,-2.83%,20201,709.00K
COSM,Cosmos Health Inc.,13.02M,1.44%,856,49.59M
GRTX,"Galera Therapeutics, Inc.",12.99M,0.96%,2315,-
ELAB,"Elevai Labs, Inc.",12.82M,1.33%,13180,1.03M
MBIO,"Mustang Bio, Inc.",12.81M,2.21%,111539,-
BNTC,Benitec Biopharma Inc.,12.78M,-6.27%,15065,61.00K
NLSP,NLS Pharmaceutics AG,12.63M,0.28%,67556,-
AKTX,"Akari Therapeutics, Plc",12.55M,1.37%,1474,-
SYRA,Syra Health Corp.,12.52M,-3.47%,5990,5.71M
BTCY,"Biotricity, Inc.",12.34M,37.89%,5122,11.63M
ICCT,iCoreConnect Inc.,12.26M,-3.65%,62218,7.75M
NDRA,ENDRA Life Sciences Inc.,12.14M,-2.22%,2926,-
DOMH,Dominari Holdings Inc.,11.96M,6.00%,15501,1.03M
NTBL,Notable Labs Inc.,11.70M,2.19%,-,-
INBS,Intelligent Bio Solutions Inc.,11.61M,-20.22%,11167,2.88M
POAI,Predictive Oncology Inc.,11.42M,1.78%,3375,1.81M
CHEK,Check-Cap Ltd.,11.23M,-1.58%,766,-
FWBI,"First Wave BioPharma, Inc.",11.19M,-3.89%,62256,-
NVOS,"Novo Integrated Sciences, Inc.",11.18M,-1.05%,8186,13.04M
BCDA,"BioCardia, Inc.",11.14M,-3.49%,4619,570.00K
PRTG,Portage Biotech Inc.,10.88M,-7.01%,8716,-
GENE,Genetic Technologies Limited,10.77M,-4.48%,297,5.78M
ABVC,"ABVC BioPharma, Inc.",10.69M,0.81%,930,739.26K
ASLN,ASLAN Pharmaceuticals Limited,10.67M,-4.33%,11,12.00M
TCON,"TRACON Pharmaceuticals, Inc.",10.58M,18.02%,1626134,12.05M
ERNA,Eterna Therapeutics Inc.,10.49M,2.05%,9,51.00K
BTTX,"Better Therapeutics, Inc.",10.48M,6.78%,45132,-
OSA,"ProSomnus, Inc.",10.43M,-3.17%,500,25.61M
EIGR,"Eiger BioPharmaceuticals, Inc.",10.36M,5.28%,5232,14.67M
ADXN,Addex Therapeutics Ltd,10.31M,3.85%,1926,2.24M
TRVN,"Trevena, Inc.",10.22M,-3.78%,67,3.21M
ONVO,"Organovo Holdings, Inc.",10.14M,-0.98%,32086,242.00K
GHSI,"Guardion Health Sciences, Inc.",10.11M,1.45%,7,12.04M
HEPA,"Hepion Pharmaceuticals, Inc.",9.93M,-1.31%,1,-
VCNX,"Vaccinex, Inc.",9.67M,5.61%,24004,795.00K
BNOX,Bionomics Limited,9.55M,5.26%,567,15.21K
APDN,"Applied DNA Sciences, Inc.",9.51M,-0.36%,89,9.00M
IMNN,"Imunon, Inc.",9.24M,0.97%,71,125.00K
BCEL,"Atreca, Inc.",9.13M,0.78%,12763,-
CMMB,Chemomab Therapeutics Ltd.,9.00M,12.63%,4328,-
AEZS,Aeterna Zentaris Inc.,8.98M,-2.12%,19725,6.86M
FLGC,Flora Growth Corp.,8.78M,-3.60%,18512,70.37M
CELZ,"Creative Medical Technology Holdings, Inc.",8.71M,32.35%,37175,24.60K
PRPO,"Precipio, Inc.",8.66M,-4.98%,50,13.26M
BRTX,"BioRestorative Therapies, Inc.",8.66M,0.76%,2310,130.20K
CVKD,"Cadrenal Therapeutics, Inc.",8.49M,1.61%,50521,-
PSTV,"Plus Therapeutics, Inc.",8.43M,-10.59%,173082,4.91M
SNGX,"Soligenix, Inc.",8.25M,-1.13%,344,960.62K
HSCS,"Heart Test Laboratories, Inc.",8.22M,-2.92%,84657,5.85K
KA,"Kineta, Inc.",8.21M,-1.56%,93664,3.31M
NEXI,"NexImmune, Inc.",8.21M,-3.52%,3707,-
SCPX,Scorpius Holdings Inc,8.20M,8.59%,2021090,2.23M
TOVX,"Theriva Biologics, Inc.",8.18M,-4.17%,51243,-
HCTI,"Healthcare Triangle, Inc.",8.01M,-3.63%,520,37.44M
NURO,"NeuroMetrix, Inc.",7.91M,-0.50%,45128,5.90M
FRES,Fresh2 Group Ltd,7.83M,-3.51%,1,2.35M
GCTK,"GlucoTrack, Inc.",7.59M,-,2001,-
CYCN,"Cyclerion Therapeutics, Inc.",7.59M,4.38%,1869,-
KTTA,Pasithea Therapeutics Corp.,7.50M,-0.96%,1393,240.71K
DRUG,Bright Minds Biosciences Inc.,7.50M,7.01%,82851,-
TENX,"Tenax Therapeutics, Inc.",7.43M,-7.36%,2655,-
SISI,"Shineco, Inc.",7.31M,-0.87%,6468,3.43M
VIRI,"Virios Therapeutics, Inc.",7.13M,2.70%,1019,-
ALZN,"Alzamend Neuro, Inc.",7.02M,-5.36%,3693,-
PULM,"Pulmatrix, Inc.",6.98M,6.45%,21845,6.80M
VVOS,"Vivos Therapeutics, Inc.",6.93M,-4.33%,162,14.50M
SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",6.75M,-4.65%,1933,-
OGEN,"Oragenics, Inc.",6.63M,1.38%,88648,37.65K
MYMD,"MyMD Pharmaceuticals, Inc.",6.61M,1.61%,7,-
AZTR,"Azitra, Inc.",6.56M,1.24%,553486,626.50K
GNPX,"Genprex, Inc.",6.51M,-2.97%,220,-
ATXI,"Avenue Therapeutics, Inc.",6.51M,4.49%,25063,-
AIMD,"Ainos, Inc.",6.41M,-18.25%,17427869,1.14M
ADTX,"Aditxt, Inc.",6.33M,13.51%,14291,749.48K
HPCO,"Hempacco Co., Inc.",6.30M,-7.30%,964,2.53M
UPC,Universe Pharmaceuticals INC,6.27M,-5.49%,39235,32.31M
XBIO,"Xenetic Biosciences, Inc.",6.13M,-3.86%,3851,2.35M
GTBP,"GT Biopharma, Inc.",6.08M,2.48%,2177,-
BFRI,Biofrontera Inc.,6.06M,26.46%,3587,33.62M
STSS,"Sharps Technology, Inc.",5.89M,-8.59%,312338,-
SONN,"Sonnet BioTherapeutics Holdings, Inc.",5.86M,-1.55%,103,129.18K
CLVR,Clever Leaves Holdings Inc.,5.85M,-2.74%,4506,17.39M
KZIA,Kazia Therapeutics Limited,5.80M,1.85%,269156,15.86K
EVOK,"Evoke Pharma, Inc.",5.76M,2.21%,20625,4.30M
CING,Cingulate Inc.,5.76M,5.31%,2400,-
LIXT,"Lixte Biotechnology Holdings, Inc.",5.71M,5.39%,521,-
LFLY,"Leafly Holdings, Inc.",5.71M,3.45%,9407,44.62M
HOTH,"Hoth Therapeutics, Inc.",5.69M,-1.91%,14175,-
XCUR,"Exicure, Inc.",5.62M,-9.65%,577,23.79M
BSGM,"BioSig Technologies, Inc.",5.52M,-8.37%,28792,141.00K
SSY,"SunLink Health Systems, Inc.",5.46M,0.64%,12685,39.59M
TTNP,"Titan Pharmaceuticals, Inc.",5.38M,-,33,306.00K
MDGS,Medigus Ltd.,5.36M,0.71%,38,83.45M
AFIB,"Acutus Medical, Inc.",5.34M,-1.56%,3958,19.66M
HSDT,"Helius Medical Technologies, Inc.",5.20M,4.71%,52,792.00K
XTLB,XTL Biopharmaceuticals Ltd.,5.12M,-6.54%,5364,-
LUCY,"Innovative Eyewear, Inc.",4.96M,-2.84%,135,603.79K
VERO,Venus Concept Inc.,4.96M,3.91%,12574,82.51M
VRPX,"Virpax Pharmaceuticals, Inc.",4.96M,4.96%,13752,-
OPGN,"OpGen, Inc.",4.91M,-7.01%,2050,3.07M
MGRX,"Mangoceuticals, Inc.",4.90M,1.18%,17343,496.06K
CJJD,"China Jo-Jo Drugstores, Inc.",4.80M,1.05%,2448,148.81M
PTIX,"Protagenic Therapeutics, Inc.",4.76M,-2.45%,715,-
PALI,"Palisade Bio, Inc.",4.75M,-6.00%,747,250.00K
ARTL,"Artelo Biosciences, Inc.",4.74M,-3.77%,504,-
BPTS,Biophytis S.A.,4.62M,-2.22%,4027,-
CMND,Clearmind Medicine Inc.,4.61M,1.47%,8728,-
IMCC,IM Cannabis Corp.,4.58M,-0.28%,1414,58.70M
SILO,"Silo Pharma, Inc.",4.55M,0.66%,64901,72.10K
GOVX,"GeoVax Labs, Inc.",4.54M,-2.79%,2812,-
AEMD,"Aethlon Medical, Inc.",4.45M,-1.16%,3539,574.25K
RHE,"Regional Health Properties, Inc.",4.43M,0.43%,1546,22.80M
OTRK,"Ontrak, Inc.",4.41M,-1.24%,6993,11.71M
ZCMD,Zhongchao Inc.,4.40M,-,9162,17.23M
AVGR,"Avinger, Inc.",4.36M,-10.81%,30835,7.75M
LIPO,Lipella Pharmaceuticals Inc.,4.28M,-0.15%,2464,449.62K
AVTX,"Avalo Therapeutics, Inc.",4.20M,1.35%,538,2.25M
